image,expected,actual,passed,candidate_count,proposal_count,processing_ms,winner_margin,winner_score,candidate_scores,proposals
BLUE/blue_001.jpg,BLUE,BLUE,True,1,1,162.76,inf,0.700834,"[{""color"": ""BLUE"", ""score"": 0.700834}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.922555, ""score"": 0.700834, ""dots"": 6, ""length"": 111.396, ""residual"": 0.279, ""spacing_cv"": 0.033031, ""metrics"": {""line"": 0.993664, ""dots"": 0.828689, ""periodic"": 0.995228, ""color"": 0.855188, ""valley"": 1.0}}]"
BLUE/blue_002.jpg,BLUE,BLUE,True,1,1,153.938,inf,0.723364,"[{""color"": ""BLUE"", ""score"": 0.723364}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.935187, ""score"": 0.723364, ""dots"": 7, ""length"": 154.985, ""residual"": 0.788, ""spacing_cv"": 0.030034, ""metrics"": {""line"": 0.950514, ""dots"": 0.870164, ""periodic"": 0.997589, ""color"": 0.876688, ""valley"": 1.0}}]"
BLUE/blue_003.jpg,BLUE,BLUE,True,1,1,142.934,inf,0.738972,"[{""color"": ""BLUE"", ""score"": 0.738972}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.953165, ""score"": 0.738972, ""dots"": 8, ""length"": 295.366, ""residual"": 0.667, ""spacing_cv"": 0.066251, ""metrics"": {""line"": 0.964295, ""dots"": 0.843493, ""periodic"": 0.995959, ""color"": 0.912211, ""valley"": 1.0}}]"
BLUE/blue_004.jpg,BLUE,CYAN,False,1,1,132.036,inf,0.454883,"[{""color"": ""CYAN"", ""score"": 0.454883}]","[{""rank"": 1, ""accepted"": true, ""color"": ""CYAN"", ""confidence"": 0.94549, ""score"": 0.454883, ""dots"": 6, ""length"": 304.606, ""residual"": 0.865, ""spacing_cv"": 0.081752, ""metrics"": {""line"": 0.940711, ""dots"": 0.540915, ""periodic"": 0.994297, ""color"": 0.899078, ""valley"": 1.0}}]"
BLUE/blue_005.jpg,BLUE,NONE,False,0,0,103.188,inf,,[],[]
BLUE/blue_006.jpg,BLUE,BLUE,True,1,1,134.556,inf,0.753581,"[{""color"": ""BLUE"", ""score"": 0.753581}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.956112, ""score"": 0.753581, ""dots"": 7, ""length"": 270.17, ""residual"": 0.533, ""spacing_cv"": 0.070803, ""metrics"": {""line"": 0.977071, ""dots"": 0.843696, ""periodic"": 0.995, ""color"": 0.918744, ""valley"": 1.0}}]"
BLUE/blue_007.jpg,BLUE,BLUE,True,1,1,129.446,inf,0.739021,"[{""color"": ""BLUE"", ""score"": 0.739021}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.950123, ""score"": 0.739021, ""dots"": 7, ""length"": 198.027, ""residual"": 0.583, ""spacing_cv"": 0.01657, ""metrics"": {""line"": 0.972655, ""dots"": 0.841664, ""periodic"": 0.997349, ""color"": 0.905133, ""valley"": 1.0}}]"
BLUE/blue_008.jpg,BLUE,BLUE,True,1,1,152.936,inf,0.77268,"[{""color"": ""BLUE"", ""score"": 0.77268}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.945452, ""score"": 0.77268, ""dots"": 7, ""length"": 183.993, ""residual"": 0.324, ""spacing_cv"": 0.022922, ""metrics"": {""line"": 0.991472, ""dots"": 0.871847, ""periodic"": 0.99591, ""color"": 0.897551, ""valley"": 1.0}}]"
BLUE/blue_009.jpg,BLUE,BLUE,True,1,1,131.122,inf,0.762216,"[{""color"": ""BLUE"", ""score"": 0.762216}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.951621, ""score"": 0.762216, ""dots"": 7, ""length"": 205.998, ""residual"": 0.597, ""spacing_cv"": 0.022736, ""metrics"": {""line"": 0.971355, ""dots"": 0.866507, ""periodic"": 0.997985, ""color"": 0.907412, ""valley"": 1.0}}]"
BLUE/blue_010.jpg,BLUE,BLUE,True,1,1,147.822,inf,0.706911,"[{""color"": ""BLUE"", ""score"": 0.706911}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.925019, ""score"": 0.706911, ""dots"": 7, ""length"": 167.41, ""residual"": 0.397, ""spacing_cv"": 0.107635, ""metrics"": {""line"": 0.987213, ""dots"": 0.836859, ""periodic"": 0.990136, ""color"": 0.864185, ""valley"": 1.0}}]"
BLUE/blue_011.jpg,BLUE,BLUE,True,1,1,146.099,inf,0.667078,"[{""color"": ""BLUE"", ""score"": 0.667078}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.908441, ""score"": 0.667078, ""dots"": 6, ""length"": 108.217, ""residual"": 0.474, ""spacing_cv"": 0.063112, ""metrics"": {""line"": 0.98185, ""dots"": 0.823262, ""periodic"": 0.996417, ""color"": 0.828232, ""valley"": 1.0}}]"
BLUE/blue_012.jpg,BLUE,BLUE,True,1,1,161.151,inf,0.724818,"[{""color"": ""BLUE"", ""score"": 0.724818}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.927073, ""score"": 0.724818, ""dots"": 6, ""length"": 116.435, ""residual"": 0.719, ""spacing_cv"": 0.058907, ""metrics"": {""line"": 0.958708, ""dots"": 0.879659, ""periodic"": 0.990123, ""color"": 0.868038, ""valley"": 1.0}}]"
BLUE/blue_013.jpg,BLUE,BLUE,True,1,1,137.132,inf,0.543468,"[{""color"": ""BLUE"", ""score"": 0.543468}]","[{""rank"": 1, ""accepted"": true, ""color"": ""BLUE"", ""confidence"": 0.838787, ""score"": 0.543468, ""dots"": 7, ""length"": 118.072, ""residual"": 0.436, ""spacing_cv"": 0.036151, ""metrics"": {""line"": 0.984588, ""dots"": 0.784542, ""periodic"": 0.997719, ""color"": 0.705172, ""valley"": 1.0}}]"
